6.8	3.2	5.9	2.3	0	0	1	-0.000361609	0.0114766	0.980604	
5.6	2.7	4.2	1.3	0	1	0	-0.0167477	0.987624	-0.0179928	
6.2	2.2	4.5	1.5	0	1	0	0.0209386	-0.986625	0.983502	
4.4	2.9	1.4	0.2	1	0	0	0.978771	0.0532702	-0.000335876	
5.1	2.5	3	1.1	0	1	0	0.400896	0.968728	-0.0130845	
5	2	3.5	1	0	1	0	-0.0166423	0.98739	-0.00644787	
5	3.4	1.6	0.4	1	0	0	0.980181	0.015326	-6.22853e-05	
5.5	2.4	3.7	1	0	1	0	-0.0163981	0.987971	-0.0168103	
7.6	3	6.6	2.1	0	0	1	-0.000446524	0.0172374	0.98045	
5	3.6	1.4	0.2	1	0	0	0.980852	-0.00369373	6.85007e-05	
6.1	2.9	4.7	1.4	0	1	0	-0.0106412	0.957657	0.214764	
5.8	2.7	5.1	1.9	0	0	1	-0.00050342	0.0154109	0.980476	
4.6	3.4	1.4	0.3	1	0	0	0.980609	0.00324901	6.34213e-06	
5.4	3.4	1.7	0.2	1	0	0	0.97907	0.0454646	-0.000261308	
5.6	3	4.1	1.3	0	1	0	-0.0169054	0.98798	-0.0182889	
5.7	2.5	5	2	0	0	1	-0.000413571	0.0169442	0.980466	
4.6	3.6	1	0.2	1	0	0	0.982207	-0.0441913	0.000357565	
4.8	3	1.4	0.3	1	0	0	0.980375	0.00991594	-1.54262e-05	
5.1	3.8	1.6	0.2	1	0	0	0.979895	0.0232252	-0.000132702	
6.1	2.8	4.7	1.2	0	1	0	-0.00589413	0.907264	0.328667	
5.5	2.4	3.8	1.1	0	1	0	-0.0167954	0.987979	-0.0169693	
4.8	3.4	1.9	0.2	1	0	0	0.973167	0.181017	-0.00126965	
5.7	4.4	1.5	0.4	1	0	0	0.981821	-0.0323606	0.00028542	
6.4	2.9	4.3	1.3	0	1	0	-0.0151252	0.98794	-0.0166003	
4.8	3.1	1.6	0.2	1	0	0	0.977912	0.075126	-0.000480819	
5.2	2.7	3.9	1.4	0	1	0	-0.0170097	0.988054	-0.02087	
5	2.3	3.3	1	0	1	0	-0.0132252	0.987888	-0.016622	
判断正确个数：103正确率：0.936364
